cluster	gene	p_val_adj	p_val	avg_log2FC	pct.1	pct.2
epi.Ciliated	DNAH7	0.0	0.0	1.2444499902095911	0.744	0.055
epi.Ciliated	MUC13	0.0	0.0	1.241730057318109	0.672	0.05
epi.Ciliated	DTHD1	0.0	0.0	1.2344105149137752	0.71	0.01
epi.Ciliated	DNAH9	0.0	0.0	1.20752858718496	0.728	0.035
epi.Ciliated	FAM166B	0.0	0.0	1.2050137424945877	0.672	0.013
epi.Ciliated	TNFAIP8L1	0.0	0.0	1.193125834559963	0.756	0.069
epi.Ciliated	FABP6	0.0	0.0	1.1873128712540555	0.562	0.028
epi.Ciliated	NWD1	0.0	0.0	1.168219543682508	0.71	0.052
epi.Ciliated	WDR66	0.0	0.0	1.149330090649172	0.76	0.105
epi.Ciliated	ZBBX	0.0	0.0	1.1465099500996834	0.664	0.012
epi.Ciliated	SPEF1	0.0	0.0	1.142878460417372	0.724	0.024
epi.Ciliated	ANKRD66	0.0	0.0	1.1382855744244642	0.7	0.006
epi.Ciliated	NEK5	0.0	0.0	1.1302588590763916	0.714	0.06
epi.Ciliated	SPATA17	0.0	0.0	1.1186848646135208	0.738	0.078
epi.Ciliated	STMND1	0.0	0.0	1.1131417004756046	0.696	0.028
epi.Ciliated	LDLRAD1	0.0	0.0	1.111784869346772	0.618	0.046
epi.Ciliated	RSPH4A	0.0	0.0	1.104801807029867	0.666	0.022
epi.Ciliated	RP1	0.0	0.0	1.1000596512347462	0.572	0.032
epi.Ciliated	MAP3K19	0.0	0.0	1.0846737397994668	0.692	0.017
epi.Ciliated	CFAP73	0.0	0.0	1.0823035317842569	0.68	0.019
epi.Ciliated	FAM227A	0.0	0.0	1.068300622129148	0.69	0.095
epi.Ciliated	CLGN	0.0	0.0	1.0673555328560178	0.666	0.055
epi.Ciliated	CCDC153	0.0	0.0	1.0605094651367095	0.678	0.047
epi.Ciliated	CCDC65	0.0	0.0	1.051600578638841	0.682	0.04
epi.Ciliated	CCDC17	0.0	0.0	1.0491538251770192	0.654	0.03
epi.Ciliated	CEL	0.0	0.0	1.0491077658127486	0.45	0.016
epi.Ciliated	CCDC173	0.0	0.0	1.0357661117856862	0.67	0.039
epi.Ciliated	DNAH6	0.0	0.0	1.0332293232508123	0.68	0.06
epi.Ciliated	CASC1	0.0	0.0	1.0325976499694651	0.706	0.097
epi.Ciliated	TCTEX1D4	0.0	0.0	1.029920590638096	0.646	0.017
epi.Ciliated	ZNF295-AS1	0.0	0.0	1.0263721968530983	0.48	0.022
epi.Ciliated	SPAG8	0.0	0.0	1.0249443013882802	0.652	0.021
epi.Ciliated	MRLN	0.0	0.0	1.0233372616258365	0.59	0.012
epi.Ciliated	WDR63	0.0	0.0	1.012514751983725	0.662	0.02
epi.Ciliated	CATSPERD	0.0	0.0	0.9937400956313024	0.594	0.008
epi.Ciliated	CFAP221	0.0	0.0	0.986108922273954	0.654	0.06
epi.Ciliated	CFAP57	0.0	0.0	0.9854035915905768	0.65	0.016
epi.Ciliated	DNAH10	0.0	0.0	0.9835352489338316	0.652	0.023
epi.Ciliated	CCDC33	0.0	0.0	0.978890006983925	0.618	0.046
epi.Ciliated	TEKT2	0.0	0.0	0.9725502423446686	0.61	0.041
epi.Ciliated	STOML3	0.0	0.0	0.9657182248324704	0.604	0.008
epi.Ciliated	C1orf189	0.0	0.0	0.9640639970974992	0.576	0.012
epi.Ciliated	MAPK15	0.0	0.0	0.9633590711688196	0.628	0.032
epi.Ciliated	CDHR4	0.0	0.0	0.956622237367026	0.662	0.014
epi.Ciliated	CFAP206	0.0	0.0	0.9452298480485062	0.614	0.025
epi.Ciliated	SLC23A1	0.0	0.0	0.9418975308134868	0.572	0.015
epi.Ciliated	AC013470.2	0.0	0.0	0.9375164489711502	0.562	0.015
epi.Ciliated	TMEM232	0.0	0.0	0.9363057666355268	0.65	0.043
epi.Ciliated	PACRG	0.0	0.0	0.916500580265903	0.618	0.053
epi.Ciliated	SPAG6	0.0	0.0	0.9047873189198004	0.476	0.012
epi.Ciliated	RIBC2	0.0	0.0	0.9014700996960278	0.616	0.036
epi.Ciliated	RFX2	0.0	0.0	0.9011876161419462	0.65	0.053
epi.Ciliated	RIBC1	0.0	0.0	0.8942097174604601	0.628	0.037
epi.Ciliated	CCDC81	0.0	0.0	0.8899545622252959	0.572	0.012
epi.Ciliated	CFAP46	0.0	0.0	0.889436224343603	0.64	0.043
epi.Ciliated	CCDC114	0.0	0.0	0.8839447941874277	0.618	0.022
epi.Ciliated	PRR29	0.0	0.0	0.8801806919025289	0.614	0.014
epi.Ciliated	PPP1R42	0.0	0.0	0.8742611883759831	0.58	0.016
epi.Ciliated	CFAP54	0.0	0.0	0.8730025015983808	0.594	0.021
epi.Ciliated	FRMPD2	0.0	0.0	0.8729528490618433	0.636	0.014
epi.Ciliated	VWA3B	0.0	0.0	0.8710514242409846	0.61	0.023
epi.Ciliated	TTC25	0.0	0.0	0.8637073530308018	0.624	0.044
epi.Ciliated	C1orf87	0.0	0.0	0.8632024532522712	0.608	0.007
epi.Ciliated	IQUB	0.0	0.0	0.8616129120336514	0.626	0.029
epi.Ciliated	CFAP77	0.0	0.0	0.8391304056069867	0.586	0.01
epi.Ciliated	LINC01571	0.0	0.0	0.828854230258518	0.532	0.007
epi.Ciliated	RSPH9	0.0	0.0	0.8263763088171995	0.488	0.018
epi.Ciliated	MAATS1	0.0	0.0	0.8201313779818474	0.58	0.027
epi.Ciliated	MYLK3	0.0	0.0	0.8172511051612119	0.552	0.027
epi.Ciliated	SAXO2	0.0	0.0	0.8107815059431287	0.556	0.04
epi.Ciliated	TOGARAM2	0.0	0.0	0.8022448207342047	0.56	0.011
epi.Ciliated	C1orf158	0.0	0.0	0.772529460379845	0.574	0.008
epi.Ciliated	RGS22	0.0	0.0	0.7712674943787512	0.534	0.012
epi.Ciliated	CHST9	0.0	0.0	0.7666652173688864	0.464	0.019
epi.Ciliated	ARMC4	0.0	0.0	0.7635922853182013	0.572	0.009
epi.Ciliated	CD164L2	0.0	0.0	0.7619523303734107	0.528	0.013
epi.Ciliated	CCDC96	0.0	0.0	0.7533218562894775	0.55	0.042
epi.Ciliated	CFAP100	0.0	0.0	0.7501626797065655	0.568	0.01
epi.Ciliated	GSTA3	0.0	0.0	0.7238354348977805	0.524	0.003
epi.Ciliated	DCDC1	0.0	0.0	0.7167051528761036	0.568	0.044
epi.Ciliated	TCTEX1D1	0.0	0.0	0.711620909699896	0.494	0.006
epi.Ciliated	DNAI1	0.0	0.0	0.710995688281489	0.538	0.01
epi.Ciliated	LRRC10B	0.0	0.0	0.7041163155872652	0.51	0.012
epi.Ciliated	KCNRG	0.0	0.0	0.7030741281169415	0.522	0.019
epi.Ciliated	CFAP47	0.0	0.0	0.6983977654658798	0.526	0.018
epi.Ciliated	TTC29	0.0	0.0	0.6964981278335196	0.518	0.007
epi.Ciliated	TRIM55	0.0	0.0	0.6949790557428641	0.484	0.028
epi.Ciliated	LINC01765	0.0	0.0	0.6897116497130676	0.492	0.006
epi.Ciliated	C7orf57	0.0	0.0	0.6885266704244152	0.524	0.014
epi.Ciliated	DNAI2	0.0	0.0	0.6854774809371832	0.524	0.009
epi.Ciliated	DZIP1L	0.0	0.0	0.6772680334499152	0.516	0.007
epi.Ciliated	ADGB	0.0	0.0	0.6582435600187473	0.478	0.007
epi.Ciliated	CERKL	0.0	0.0	0.6580995266991575	0.534	0.04
epi.Ciliated	C6	0.0	0.0	0.654185960099623	0.472	0.002
epi.Ciliated	EFHB	0.0	0.0	0.6537813981166514	0.5	0.023
epi.Ciliated	PIH1D3	0.0	0.0	0.652498019852088	0.506	0.009
epi.Ciliated	MDH1B	0.0	0.0	0.6461701672871814	0.514	0.031
epi.Ciliated	C11orf16	0.0	0.0	0.643000682904409	0.504	0.009
epi.Ciliated	LINC02345	0.0	0.0	0.6416377555058748	0.426	0.004
epi.Ciliated	TEKT4	0.0	0.0	0.6411518045718599	0.518	0.029
epi.Ciliated	FBXO15	0.0	0.0	0.6367639171274752	0.502	0.028
epi.Ciliated	CCDC187	0.0	0.0	0.6208067274426771	0.5	0.009
epi.Ciliated	LKAAEAR1	0.0	0.0	0.6168617048460696	0.402	0.007
epi.Ciliated	CCDC181	0.0	0.0	0.6066734737079413	0.462	0.017
epi.Ciliated	C2orf73	0.0	0.0	0.5687691841954604	0.428	0.007
epi.Ciliated	KIF19	0.0	0.0	0.5615670364441094	0.454	0.011
epi.Ciliated	IL5RA	0.0	0.0	0.5606755978967018	0.458	0.007
epi.Ciliated	WDR49	0.0	0.0	0.5603209801341738	0.466	0.01
epi.Ciliated	PCAT19	3.712759337330776e-300	2.2902716287278866e-304	2.145891989475237	0.814	0.173
epi.Ciliated	DYNC2H1	3.1355903447895807e-295	1.9342362252727038e-299	1.2686930175972368	0.76	0.137
epi.Ciliated	ALDH3B1	7.651959209575513e-294	4.720226518768437e-298	0.7496764074686425	0.554	0.049
epi.Ciliated	PLAC8	5.219839828492148e-290	3.2199369739634486e-294	0.7040628526626969	0.44	0.023
epi.Ciliated	CYP4B1	3.365655153124315e-289	2.076155174341074e-293	1.0021925050584526	0.586	0.06
epi.Ciliated	DNAAF3	4.125868734785865e-285	2.545104395031685e-289	0.7031197593304184	0.516	0.043
epi.Ciliated	WDR54	2.634917668696383e-284	1.6253887290706205e-288	1.573319861560693	0.834	0.208
epi.Ciliated	SPEF2	3.167269060873734e-282	1.953777719371867e-286	1.4256032782509116	0.804	0.181
epi.Ciliated	FOXJ1	8.738917920065808e-280	5.390733403285305e-284	1.7128293002763897	0.86	0.232
epi.Ciliated	FANK1	1.1528620092444784e-278	7.111603289399041e-283	1.0511631627521685	0.726	0.13
epi.Ciliated	C4orf47	1.1817151500356859e-278	7.28958824277149e-283	0.6510146893936221	0.528	0.048
epi.Ciliated	LRRC6	1.206983959226982e-274	7.445462705736734e-279	1.0722310806252064	0.734	0.137
epi.Ciliated	DZIP1	1.3493009985353956e-274	8.323366840635343e-279	0.5665660033730775	0.468	0.033
epi.Ciliated	TTLL10	1.958264421785403e-274	1.2079849619304196e-278	0.8228499138456851	0.63	0.084
epi.Ciliated	SERPINA6	3.5527203013081366e-274	2.1915491341114902e-278	1.0313212912981804	0.398	0.019
epi.Ciliated	CABCOCO1	2.1716925740209548e-272	1.3396413386101752e-276	0.7740551316956904	0.562	0.062
epi.Ciliated	TMEM231	2.4236946512259103e-272	1.495092623049726e-276	1.1030913827296538	0.762	0.152
epi.Ciliated	EFHC1	1.596434509902953e-270	9.847847201918163e-275	1.8967999793927064	0.894	0.297
epi.Ciliated	RAB36	2.0675412091270907e-269	1.2753939973641914e-273	0.6981881287680557	0.536	0.053
epi.Ciliated	LCA5	4.0658822259091327e-268	2.5081008117384077e-272	0.759900511874525	0.578	0.067
epi.Ciliated	STOX1	1.468305461327667e-265	9.057463829052289e-270	0.8058893311313511	0.62	0.084
epi.Ciliated	CFAP65	2.9751882867011897e-265	1.8352897950164643e-269	0.6730651858898297	0.56	0.062
epi.Ciliated	C9orf116	1.1900517365010027e-264	7.34101373450745e-269	2.297004374080591	0.908	0.352
epi.Ciliated	SPA17	3.348909531109943e-263	2.065825384683205e-267	1.981375247593141	0.9	0.327
epi.Ciliated	STX2	6.750452912037381e-262	4.164118753955574e-266	0.8224434838884617	0.624	0.086
epi.Ciliated	DNALI1	7.475683316931791e-259	4.611488074105108e-263	1.8557391048287333	0.904	0.341
epi.Ciliated	BBOF1	2.746953172932787e-256	1.6944995206543623e-260	1.3412581394698075	0.824	0.22
epi.Ciliated	PIH1D2	6.6364492531124546e-254	4.0937938764496053e-258	0.7488305102763865	0.57	0.071
epi.Ciliated	VWA3A	9.798942251554392e-254	6.0446254096319745e-258	0.6364012132844381	0.454	0.035
epi.Ciliated	IQCG	3.516732984459882e-253	2.169349814607293e-257	1.366023510185739	0.816	0.223
epi.Ciliated	CAPS	5.151275012364363e-248	3.17764173238194e-252	3.004363691931455	1.0	0.915
epi.Ciliated	TEX9	1.4205267398237652e-247	8.762733574879805e-252	0.996809147739731	0.684	0.128
epi.Ciliated	FAM229B	4.52288516906063e-245	2.7900099741290667e-249	1.6403696675744777	0.818	0.247
epi.Ciliated	MOK	1.6246071702562684e-244	1.0021634509014054e-248	1.0820766819202507	0.776	0.187
epi.Ciliated	CCDC180	8.136872515714296e-244	5.01935260977996e-248	0.5959107313348959	0.45	0.037
epi.Ciliated	CETN2	1.5771246772014617e-243	9.728731584735435e-248	2.3594124575055164	0.962	0.644
epi.Ciliated	AK7	1.2053999454325618e-242	7.435691477592756e-247	0.95022027686179	0.71	0.142
epi.Ciliated	CCDC30	1.4108460481726531e-242	8.703016767458227e-247	1.1076119200318872	0.69	0.134
epi.Ciliated	DNAAF4	7.047041083560762e-238	4.347073643551145e-242	1.2897695932065147	0.812	0.233
epi.Ciliated	MAK	6.42657942279005e-234	3.96433250434276e-238	0.5794323794870818	0.49	0.051
epi.Ciliated	TCTEX1D2	2.9819308800994926e-232	1.8394490655107599e-236	1.8285444156694224	0.888	0.389
epi.Ciliated	MAPRE3	6.65182289205008e-231	4.103277337641157e-235	0.7106764876126871	0.576	0.083
epi.Ciliated	TTLL7	4.159166610458705e-230	2.5656446921588456e-234	0.5768977475981165	0.466	0.045
epi.Ciliated	MLF1	4.8137063427745855e-230	2.9694074040926454e-234	1.4398850323328265	0.822	0.261
epi.Ciliated	KIF9	3.2960585183737507e-228	2.033223439870305e-232	1.861174269180557	0.93	0.493
epi.Ciliated	IQCD	8.219897362222617e-227	5.070567739326765e-231	0.7931098709434344	0.64	0.106
epi.Ciliated	MORN2	9.257587860690648e-227	5.71068278372133e-231	2.719224181468087	0.928	0.561
epi.Ciliated	CFAP69	8.551113674242156e-224	5.274883519981589e-228	0.6653438857938629	0.544	0.074
epi.Ciliated	STOM	2.1544318771620702e-218	1.3289938172611623e-222	1.0263818584048627	0.654	0.129
epi.Ciliated	CCDC40	4.899838146679157e-218	3.0225391071982956e-222	0.7725356342950916	0.576	0.092
epi.Ciliated	DZIP3	4.5504715059936447e-215	2.807027022388283e-219	1.040427842749022	0.692	0.16
epi.Ciliated	IK	1.8192530234333928e-213	1.1222336829519417e-217	1.787728663177548	0.962	0.742
epi.Ciliated	CCDC170	5.072812470534657e-212	3.129240929328639e-216	1.6826838044345067	0.86	0.35
epi.Ciliated	NPHP1	1.043987650283706e-210	6.439995375261894e-215	1.052943214756508	0.778	0.224
epi.Ciliated	ALDH1L1	2.460497666092312e-210	1.5177951181866086e-214	0.6977807430474667	0.424	0.04
epi.Ciliated	NEK10	1.3095235607852274e-208	8.077993712819859e-213	0.6828480632547252	0.552	0.081
epi.Ciliated	CRIP1	5.681391364187631e-207	3.504652004310425e-211	2.066459555008993	1.0	0.948
epi.Ciliated	UBXN10	5.311634539921707e-202	3.27656192703825e-206	0.9370026125705844	0.718	0.185
epi.Ciliated	CTXN1	6.4127631900412355e-202	3.955809752662535e-206	1.0932988946063604	0.732	0.191
epi.Ciliated	AK9	3.333449596998326e-201	2.056288691011243e-205	0.8408339709230699	0.634	0.13
epi.Ciliated	RABL2B	8.09509569319645e-201	4.9935819463305475e-205	1.0979462373841358	0.728	0.206
epi.Ciliated	LRTOMT	1.4014839794918076e-200	8.645265433914056e-205	1.0452385322498252	0.7	0.18
epi.Ciliated	TMX4	2.5506772471306152e-200	1.5734237537046544e-204	1.868651636040101	0.87	0.394
epi.Ciliated	UBXN11	3.5037493927987525e-200	2.161340690147895e-204	0.7963293271815695	0.672	0.154
epi.Ciliated	DYNLL1	6.401845277099083e-200	3.949074873295344e-204	1.7645384450434234	0.996	0.981
epi.Ciliated	NME5	7.341250243155577e-199	4.5285610037354736e-203	1.346584001232917	0.804	0.287
epi.Ciliated	CHST6	9.838350518101576e-198	6.0689349935855765e-202	0.7334749738238925	0.58	0.103
epi.Ciliated	CCDC146	2.482915729597203e-196	1.5316240389841476e-200	1.69414252446968	0.96	0.585
epi.Ciliated	SPACA9	1.4748079957922076e-195	9.097575694233593e-200	0.8834440500355111	0.656	0.149
epi.Ciliated	OSCP1	2.572589121386226e-195	1.5869404240245673e-199	0.9646920717468372	0.696	0.184
epi.Ciliated	NEK11	4.867275687760393e-195	3.0024524629945052e-199	0.8149885879663785	0.63	0.135
epi.Ciliated	MAPK10	4.59663294833649e-191	2.8355024047476962e-195	0.7835754438427127	0.59	0.11
epi.Ciliated	DNAJB13	5.552041702658173e-190	3.42486071350205e-194	1.1008325634674778	0.746	0.23
epi.Ciliated	CSPP1	1.8494642071709004e-188	1.1408699075756588e-192	1.2657995981171113	0.814	0.318
epi.Ciliated	FAM27C	2.5449484745779803e-188	1.569889873899192e-192	0.7314798487283025	0.566	0.103
epi.Ciliated	CALM1	2.2192919318272872e-186	1.369003720823692e-190	1.5258029693486512	1.0	0.961
epi.Ciliated	C20orf96	4.7723362543683336e-185	2.9438876407182367e-189	0.9339985982887944	0.66	0.169
epi.Ciliated	SPATA33	5.155079189216228e-185	3.1799883962841456e-189	0.924692797559495	0.728	0.211
epi.Ciliated	EFCAB2	6.105713324817994e-185	3.766401409424461e-189	0.8857730768713332	0.68	0.178
epi.Ciliated	HMGN3	8.544859006031364e-185	5.2710252335027836e-189	1.6303860145199798	0.982	0.885
epi.Ciliated	RFX3	8.888235138044115e-185	5.4828419826316174e-189	1.08404911805639	0.724	0.213
epi.Ciliated	ANKMY1	2.014043930902681e-184	1.2423933939317016e-188	0.6191630739847185	0.542	0.095
epi.Ciliated	CC2D2A	2.3729520755350587e-184	1.463791299447942e-188	1.0250224557264014	0.716	0.209
epi.Ciliated	RPGR	3.9507756497533616e-184	2.437095583093801e-188	1.2227202119101	0.798	0.294
epi.Ciliated	CABYR	8.423659538133409e-179	5.196261512635501e-183	0.7815088726244668	0.464	0.065
epi.Ciliated	SPAG1	1.3061898838869816e-178	8.057429423767699e-183	1.2113930925236864	0.85	0.368
epi.Ciliated	PSENEN	1.557406953257489e-174	9.607099828866132e-179	1.705071970029061	0.934	0.736
epi.Ciliated	C17orf97	4.603688662177104e-173	2.839854828312321e-177	0.8954012754494175	0.678	0.186
epi.Ciliated	C15orf65	5.898071533466914e-172	3.6383144367817616e-176	0.8351016878309696	0.636	0.162
epi.Ciliated	CEP83	1.9535929234213907e-169	1.205103277664173e-173	0.9408120993798904	0.744	0.253
epi.Ciliated	WDR60	9.525050656512824e-168	5.875671245766963e-172	1.2288299641220957	0.88	0.436
epi.Ciliated	TRAF3IP1	1.943908876288042e-167	1.1991295270421576e-171	1.1200318762710746	0.802	0.338
epi.Ciliated	ODF2L	3.884966342031372e-167	2.39650011845745e-171	1.395004645204743	0.928	0.661
epi.Ciliated	NUDC	1.2622629570590012e-166	7.78645954635125e-171	1.3902644477661064	0.964	0.81
epi.Ciliated	PPP1R36	1.8201843747890032e-166	1.1228082010912364e-170	0.5880262266468197	0.502	0.085
epi.Ciliated	ZDHHC1	5.479399086801358e-165	3.380050019617148e-169	0.7520684269971227	0.598	0.137
epi.Ciliated	PRDX5	3.055057855991581e-164	1.8845585441931903e-168	1.6238136900176308	0.988	0.945
epi.Ciliated	IGFBP7	1.4030358504403432e-162	8.654838384062322e-167	1.7565627199251104	0.974	0.596
epi.Ciliated	SLFN13	4.235681618466794e-160	2.6128441295828723e-164	0.7538091179616302	0.638	0.168
epi.Ciliated	B9D1	4.4007670892030416e-160	2.714679593611153e-164	0.927978016817048	0.666	0.204
epi.Ciliated	TMEM67	1.1462947448663448e-159	7.07109212797696e-164	0.7171843721360276	0.574	0.13
epi.Ciliated	CCDC191	2.8852294879984487e-157	1.77979735241407e-161	0.837158351131267	0.664	0.195
epi.Ciliated	DPY30	4.721142679992539e-156	2.912308111771352e-160	1.3013718397926377	0.936	0.799
epi.Ciliated	KIAA1211L	1.9800373814476488e-154	1.2214159406869711e-158	0.76500424849855	0.63	0.164
epi.Ciliated	IFT57	2.5696386131029453e-153	1.5851203584621217e-157	1.50907043863945	0.848	0.493
epi.Ciliated	CCDC74A	3.1742941422432704e-151	1.9581112468344146e-155	0.8756874169424118	0.596	0.152
epi.Ciliated	ZNF487	7.203719916628352e-150	4.443723346263866e-154	0.6446004813563891	0.544	0.121
epi.Ciliated	ARHGAP18	2.585767915271764e-149	1.5950699619220064e-153	1.243293852083358	0.824	0.421
epi.Ciliated	SPAG16	1.6064496461436246e-148	9.90962708126349e-153	1.204284699114291	0.83	0.465
epi.Ciliated	CNTRL	1.106180549795402e-147	6.823641661806193e-152	0.7460964059343831	0.626	0.175
epi.Ciliated	HIPK1	2.1325800047775146e-147	1.3155141600009341e-151	1.1318145666298047	0.86	0.47
epi.Ciliated	SPATA6	1.2779376547229894e-143	7.883151284454932e-148	0.7106309268079591	0.61	0.169
epi.Ciliated	CYSTM1	1.2996782161744902e-142	8.01726121876806e-147	1.1429328980480171	0.964	0.874
epi.Ciliated	CIB1	5.160193637858171e-142	3.183143321114164e-146	1.2205052234052902	0.962	0.883
epi.Ciliated	CDS1	6.5401695312333074e-142	4.034402276992972e-146	1.0670863997792637	0.848	0.445
epi.Ciliated	DNAL1	3.702223076822774e-140	2.2837721774244489e-144	0.8924226914784462	0.726	0.286
epi.Ciliated	DNAJA4	6.554572436735534e-140	4.0432869266149743e-144	0.9729331763422084	0.758	0.282
epi.Ciliated	POLR2I	2.662291165251637e-139	1.6422744835307118e-143	1.18103999548603	0.942	0.826
epi.Ciliated	TCTN1	2.0292089057034207e-138	1.251748137501339e-142	0.9747162532806548	0.716	0.29
epi.Ciliated	PERP	2.52526953574766e-138	1.5577506234949478e-142	1.054055159846969	0.996	0.981
epi.Ciliated	IFT88	2.5103036251206468e-137	1.548518675665071e-141	0.8599884616152522	0.694	0.253
epi.Ciliated	FAM174A	3.693736150848396e-137	2.2785368890558235e-141	1.0559098043191182	0.79	0.411
epi.Ciliated	TTC26	8.047051743907483e-136	4.963945311151368e-140	0.5990359202890069	0.578	0.152
epi.Ciliated	AC007405.3	1.3996573232380392e-135	8.633997429140948e-140	0.7191363506057492	0.602	0.176
epi.Ciliated	CRNDE	4.0966578971368543e-134	2.527085248989485e-138	1.0109102856112144	0.848	0.478
